Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date
Europe,Luxembourg,Clothes,Offline,H,6/3/16,275214231,6/7/16
Sub-Saharan Africa,Guinea,Beverages,Offline,C,11/27/16,885045135,1/13/17
Asia,Indonesia,Fruits,Online,H,8/14/16,659434449,8/28/16
Europe,France,Clothes,Offline,L,1/17/10,214056003,2/14/10
Sub-Saharan Africa,Equatorial Guinea,Beverages,Offline,L,6/16/15,684896123,7/11/15
Central America and the Caribbean,Jamaica,Personal Care,Online,C,7/15/10,578253638,8/12/10
Europe,Cyprus,Fruits,Online,H,11/24/11,720739877,12/18/11
Europe,Vatican City,Vegetables,Online,H,9/18/10,209278666,10/28/10
Sub-Saharan Africa,Nigeria,Fruits,Offline,H,5/16/14,461106336,5/30/14
Middle East and North Africa,Saudi Arabia,Vegetables,Online,H,5/22/12,263771712,6/13/12
Central America and the Caribbean,Dominican Republic,Snacks,Offline,M,6/28/10,725136125,7/4/10
Middle East and North Africa,Egypt,Baby Food,Offline,C,9/6/11,323373401,10/21/11
Asia,Thailand,Clothes,Online,H,6/18/12,756969869,7/17/12
Asia,Bhutan,Vegetables,Online,C,3/9/14,194724357,4/17/14
Middle East and North Africa,Syria,Office Supplies,Online,C,9/8/11,925748193,9/26/11
Sub-Saharan Africa,Botswana,Baby Food,Offline,M,3/27/12,809465205,5/16/12
Asia,Bangladesh,Snacks,Online,H,8/3/16,925611722,8/30/16
Europe,Finland,Clothes,Offline,H,3/19/15,624236571,4/23/15
Sub-Saharan Africa,Cape Verde,Cereal,Online,C,10/12/14,675701081,10/30/14
Europe,Netherlands,Household,Online,H,9/2/11,120679080,9/15/11
Sub-Saharan Africa,South Africa,Household,Online,C,11/24/10,320156896,12/11/10
Central America and the Caribbean,Saint Vincent and the Grenadines,Snacks,Online,C,10/7/14,905433356,10/24/14
Europe,Finland,Cereal,Online,H,6/26/11,228119790,7/9/11
Sub-Saharan Africa,Tanzania,Baby Food,Online,M,11/3/16,310140025,12/16/16
Middle East and North Africa,Afghanistan,Meat,Online,L,5/24/17,993730390,5/30/17
Europe,Finland,Clothes,Offline,C,2/17/12,391439712,4/3/12
Central America and the Caribbean,El Salvador,Household,Offline,L,3/27/16,736129319,4/7/16
Europe,Malta,Vegetables,Offline,H,11/25/11,730973041,1/10/12
Middle East and North Africa,Saudi Arabia,Office Supplies,Online,H,8/26/12,499457204,8/29/12
Sub-Saharan Africa,Mauritius ,Snacks,Offline,L,3/3/14,235380637,3/29/14
Sub-Saharan Africa,Seychelles ,Cereal,Offline,L,3/7/13,652854669,3/28/13
Europe,Netherlands,Beverages,Online,L,4/12/11,736303126,5/13/11
North America,Canada,Snacks,Offline,L,2/9/11,890462338,2/24/11
Europe,Serbia,Fruits,Online,H,8/8/12,690381133,8/25/12
North America,United States of America,Meat,Offline,H,10/2/16,231420838,11/20/16
Europe,Germany,Beverages,Offline,L,4/8/14,579255282,4/13/14
Europe,Norway,Clothes,Online,H,1/19/12,619870793,3/8/12
Sub-Saharan Africa,Ethiopia,Cosmetics,Offline,C,4/16/14,209566199,5/14/14
Asia,South Korea,Cereal,Offline,H,2/6/11,624952828,2/9/11
Central America and the Caribbean,Costa Rica,Personal Care,Offline,H,8/1/12,512954509,8/29/12
Europe,Liechtenstein,Personal Care,Offline,C,10/7/14,840807569,10/21/14
Asia,Cambodia,Snacks,Online,M,12/14/10,846060836,12/28/10
Sub-Saharan Africa,Liberia,Cosmetics,Offline,L,8/27/10,286575639,10/9/10
Europe,Spain,Cosmetics,Offline,M,2/3/13,790525805,2/8/13
Sub-Saharan Africa,Kenya,Office Supplies,Online,M,12/24/10,906397664,1/10/11
Sub-Saharan Africa,Cape Verde,Personal Care,Online,L,1/8/17,152990043,2/11/17
Middle East and North Africa,Egypt,Snacks,Online,C,9/15/14,369414269,10/10/14
North America,Canada,Snacks,Online,M,1/30/15,765094172,3/17/15
Asia,Bangladesh,Personal Care,Online,C,2/14/15,169766080,3/2/15
Middle East and North Africa,Jordan,Office Supplies,Online,L,8/24/16,183478820,10/10/16
Central America and the Caribbean,Dominican Republic,Office Supplies,Online,M,12/22/14,226593720,12/28/14
Asia,Myanmar,Clothes,Offline,H,4/9/10,689784610,4/15/10
Europe,Russia,Cosmetics,Offline,L,5/3/11,684037816,5/23/11
Sub-Saharan Africa,Zambia,Clothes,Offline,M,9/7/16,290652167,9/15/16
Europe,Poland,Cosmetics,Offline,C,9/30/10,111238992,11/15/10
Central America and the Caribbean,Belize,Cosmetics,Online,M,2/2/13,817722117,3/21/13
Central America and the Caribbean,Dominican Republic,Meat,Online,M,1/23/14,902337872,2/27/14
Middle East and North Africa,Turkey,Household,Online,L,6/6/16,727635085,7/4/16
Middle East and North Africa,Iraq,Cosmetics,Online,L,6/17/16,276475083,6/18/16
Europe,Italy,Office Supplies,Online,L,4/6/15,502031695,4/28/15
Sub-Saharan Africa,Guinea-Bissau,Clothes,Online,M,1/6/15,177791249,1/26/15
Central America and the Caribbean,Saint Kitts and Nevis ,Meat,Online,C,3/5/15,847552573,3/17/15
Middle East and North Africa,Egypt,Household,Online,M,4/5/16,975426995,5/5/16
Australia and Oceania,Kiribati,Personal Care,Online,L,1/28/16,895838344,3/11/16
Europe,Macedonia,Cereal,Offline,L,6/26/13,563522946,7/29/13
Europe,Portugal,Vegetables,Online,C,3/14/12,903529632,4/3/12
Sub-Saharan Africa,Mozambique,Baby Food,Online,L,1/3/17,661219727,2/13/17
Central America and the Caribbean,Panama,Baby Food,Online,M,10/27/14,452267062,11/11/14
Australia and Oceania,Fiji,Beverages,Offline,H,5/2/16,512657964,6/1/16
Asia,Uzbekistan,Meat,Online,C,5/18/14,248691260,5/27/14
Central America and the Caribbean,Antigua and Barbuda ,Fruits,Online,L,6/4/10,486978280,7/14/10
Sub-Saharan Africa,Sudan,Clothes,Offline,H,10/14/10,324442851,12/1/10
Sub-Saharan Africa,Cote d'Ivoire,Fruits,Offline,C,4/13/15,278321301,5/4/15
Asia,Kyrgyzstan,Cosmetics,Offline,L,6/3/13,936162459,7/10/13
Sub-Saharan Africa,Ghana,Clothes,Online,M,12/9/10,705827653,1/15/11
Asia,Nepal,Cereal,Online,L,11/1/10,765490710,12/19/10
Middle East and North Africa,Libya,Vegetables,Online,L,3/9/17,113637959,3/21/17
Central America and the Caribbean,Saint Vincent and the Grenadines,Personal Care,Online,M,3/11/16,519068229,3/22/16
Sub-Saharan Africa,Seychelles ,Personal Care,Offline,H,4/9/10,670892846,5/17/10
Sub-Saharan Africa,Angola,Vegetables,Offline,M,4/5/14,228535640,4/28/14
Sub-Saharan Africa,Guinea-Bissau,Meat,Online,H,10/8/13,271732938,10/21/13
Europe,Bosnia and Herzegovina,Beverages,Online,C,5/31/14,150533568,7/10/14
Middle East and North Africa,Tunisia ,Cereal,Online,L,4/15/15,635298860,4/16/15
Asia,Bangladesh,Household,Online,C,10/10/12,766702640,11/11/12
Sub-Saharan Africa,Nigeria,Beverages,Offline,L,11/23/11,105731236,12/23/11
Europe,Moldova ,Meat,Online,L,12/9/14,983683478,1/9/15
Europe,Estonia,Office Supplies,Online,C,2/16/10,852170693,3/24/10
Europe,Ukraine,Cosmetics,Offline,M,3/30/13,833116710,5/1/13
Sub-Saharan Africa,Malawi,Clothes,Online,L,11/6/10,768757855,11/27/10
Europe,Monaco,Office Supplies,Offline,H,1/24/17,571642959,3/7/17
North America,Canada,Snacks,Online,H,10/20/16,674633347,12/8/16
Central America and the Caribbean,Haiti,Fruits,Online,C,12/16/14,680902850,1/16/15
Asia,Maldives,Vegetables,Online,H,6/30/17,713937795,8/13/17
Sub-Saharan Africa,Cote d'Ivoire,Beverages,Online,C,7/5/12,967537009,8/5/12
Middle East and North Africa,Somalia,Personal Care,Online,H,11/20/11,355811822,1/6/12
Sub-Saharan Africa,Central African Republic,Cereal,Online,M,3/16/17,563186061,4/22/17
Asia,Malaysia,Clothes,Offline,C,12/24/15,194396054,12/31/15
Sub-Saharan Africa,Comoros,Fruits,Online,L,9/15/15,624490630,9/20/15
Sub-Saharan Africa,Sierra Leone,Clothes,Offline,M,5/19/17,148831117,6/27/17
Middle East and North Africa,Iraq,Clothes,Online,H,9/15/11,733091342,9/21/11
Middle East and North Africa,Iraq,Vegetables,Online,M,3/1/13,363257634,3/19/13
Sub-Saharan Africa,Liberia,Household,Online,L,10/19/10,695628821,11/11/10
Sub-Saharan Africa,Mauritius ,Clothes,Offline,M,6/8/17,306816232,7/11/17
Europe,Portugal,Household,Offline,C,11/22/12,543743693,1/11/13
Sub-Saharan Africa,Mauritius ,Cosmetics,Offline,H,11/29/15,573647534,1/3/16
Europe,Iceland,Fruits,Offline,L,3/22/12,534076583,5/4/12
Europe,Slovenia,Personal Care,Offline,M,5/5/11,182892167,6/11/11
Australia and Oceania,Nauru,Snacks,Online,C,6/25/12,248268115,7/17/12
Europe,Latvia,Personal Care,Offline,L,12/9/15,178690755,12/24/15
Sub-Saharan Africa,South Africa,Office Supplies,Online,L,9/12/11,392958915,10/3/11
Europe,Croatia,Personal Care,Offline,L,7/12/13,930183923,7/19/13
Asia,South Korea,Household,Online,H,5/5/17,999789607,6/7/17
Europe,Bulgaria,Snacks,Offline,M,7/15/12,331512296,7/31/12
Sub-Saharan Africa,Burundi,Fruits,Offline,H,1/31/16,525400817,2/16/16
Sub-Saharan Africa,Botswana,Baby Food,Online,C,9/20/15,101816499,9/23/15
Middle East and North Africa,Iran,Vegetables,Offline,M,8/12/11,351433169,9/21/11
Australia and Oceania,Papua New Guinea,Baby Food,Online,H,7/27/12,385237157,9/12/12
Middle East and North Africa,Oman,Baby Food,Online,L,2/5/17,284527289,3/13/17
Australia and Oceania,Tonga,Cereal,Online,H,3/14/17,650914895,4/16/17
Sub-Saharan Africa,Cote d'Ivoire,Baby Food,Offline,C,4/21/17,356323802,6/10/17
Sub-Saharan Africa,Kenya,Office Supplies,Online,H,4/29/15,592990338,5/12/15
Sub-Saharan Africa,South Sudan,Beverages,Offline,L,1/12/14,823463332,2/19/14
Central America and the Caribbean,Saint Vincent and the Grenadines,Beverages,Online,L,4/7/17,130604112,4/9/17
Asia,Singapore,Beverages,Offline,C,12/26/10,367586505,1/16/11
Middle East and North Africa,Afghanistan,Cosmetics,Offline,H,7/9/12,307896840,8/3/12
Asia,Maldives,Cosmetics,Online,L,10/1/13,595333945,11/1/13
Asia,Maldives,Clothes,Offline,M,3/15/15,594009149,4/4/15
Sub-Saharan Africa,Cote d'Ivoire,Vegetables,Offline,H,9/1/14,638346278,9/13/14
Europe,Slovakia,Household,Offline,L,1/7/11,683081662,2/15/11
Middle East and North Africa,Oman,Beverages,Online,H,7/17/15,753264129,8/8/15
Sub-Saharan Africa,Botswana,Snacks,Online,M,4/19/10,494255006,6/3/10
Australia and Oceania,Tuvalu,Vegetables,Offline,L,6/30/12,521728122,7/30/12
Middle East and North Africa,Kuwait,Baby Food,Online,C,2/10/10,171669805,2/23/10
Sub-Saharan Africa,Comoros,Personal Care,Online,H,2/14/11,650378882,3/5/11
Sub-Saharan Africa,Rwanda,Meat,Online,M,12/29/16,984466683,2/1/17
Europe,Bosnia and Herzegovina,Vegetables,Offline,L,5/1/11,270857036,6/3/11
Sub-Saharan Africa,Burkina Faso,Office Supplies,Online,C,8/29/16,826786267,9/4/16
Australia and Oceania,Nauru,Cosmetics,Offline,M,12/5/14,539803206,1/4/15
Australia and Oceania,Vanuatu,Clothes,Online,C,11/10/11,517769181,12/25/11
Asia,Maldives,Office Supplies,Online,C,6/19/10,138858020,7/18/10
Europe,France,Cosmetics,Offline,L,10/23/14,201556050,11/16/14
Europe,Georgia,Cereal,Online,C,2/7/11,674662101,2/19/11
North America,Greenland,Beverages,Offline,L,11/25/16,247287499,12/30/16
Sub-Saharan Africa,Republic of the Congo,Snacks,Online,L,10/3/16,378856074,10/28/16
Central America and the Caribbean,Guatemala,Vegetables,Offline,H,6/4/11,349104154,6/30/11
Europe,Czech Republic,Vegetables,Offline,H,1/31/14,408080565,2/24/14
Sub-Saharan Africa,Sierra Leone,Fruits,Offline,L,4/8/16,426146638,4/21/16
Central America and the Caribbean,Honduras,Snacks,Offline,C,5/10/14,343976199,6/8/14
Sub-Saharan Africa,Seychelles ,Vegetables,Online,L,5/13/13,622555577,6/2/13
Middle East and North Africa,Yemen,Vegetables,Offline,L,8/3/15,893183600,8/26/15
Europe,Latvia,Baby Food,Online,C,10/26/16,407471597,12/2/16
Middle East and North Africa,Lebanon,Personal Care,Online,L,2/13/10,287343394,4/4/10
Europe,United Kingdom,Fruits,Offline,H,5/6/12,375035321,5/19/12
Central America and the Caribbean,Dominican Republic,Cosmetics,Online,L,11/27/14,583096206,12/13/14
North America,Canada,Cosmetics,Online,C,4/9/10,444387376,4/22/10
Sub-Saharan Africa,Sierra Leone,Vegetables,Offline,C,12/1/10,462082660,1/14/11
Australia and Oceania,Tonga,Office Supplies,Online,M,3/28/15,759668385,4/10/15
Sub-Saharan Africa,Central African Republic,Cosmetics,Online,M,4/29/11,630943381,5/12/11
Sub-Saharan Africa,Burundi,Fruits,Online,C,1/23/11,790018975,1/23/11
Asia,Cambodia,Vegetables,Online,L,1/14/16,221318995,2/3/16
Sub-Saharan Africa,Benin,Beverages,Online,M,10/1/13,229579770,10/29/13
Australia and Oceania,Vanuatu,Office Supplies,Online,L,9/17/11,389850127,10/8/11
Middle East and North Africa,Tunisia ,Fruits,Online,L,11/28/10,797491395,12/5/10
Asia,Laos,Clothes,Online,C,3/11/17,718177402,4/16/17
Australia and Oceania,Samoa ,Baby Food,Online,L,10/1/14,837894475,10/17/14
Sub-Saharan Africa,Tanzania,Fruits,Online,M,5/9/15,112941443,6/25/15
Central America and the Caribbean,Saint Kitts and Nevis ,Meat,Online,C,9/2/16,719929635,10/13/16
Europe,Luxembourg,Snacks,Offline,C,9/3/13,405782878,10/22/13
Europe,Bosnia and Herzegovina,Baby Food,Offline,C,7/12/17,137737500,8/15/17
Sub-Saharan Africa,Madagascar,Beverages,Offline,C,12/18/13,953342330,2/5/14
Middle East and North Africa,United Arab Emirates,Fruits,Offline,L,7/1/12,810458695,7/9/12
Europe,Romania,Clothes,Offline,L,5/7/12,437260425,5/24/12
Asia,Laos,Baby Food,Online,H,10/19/13,182233846,11/29/13
Asia,Singapore,Meat,Online,H,6/1/14,464177787,7/7/14
Europe,United Kingdom,Personal Care,Offline,C,10/27/12,422203576,11/15/12
Central America and the Caribbean,Saint Kitts and Nevis ,Snacks,Online,C,7/3/12,165735042,8/21/12
Sub-Saharan Africa,Botswana,Fruits,Online,M,6/5/10,324508512,7/19/10
Middle East and North Africa,Saudi Arabia,Fruits,Offline,C,12/28/15,698572814,1/10/16
Sub-Saharan Africa,Mozambique,Snacks,Online,L,12/8/16,708289277,1/6/17
Europe,Czech Republic,Cosmetics,Online,H,6/6/13,744331729,6/6/13
Europe,Vatican City,Baby Food,Online,L,4/11/14,817686498,4/11/14
Central America and the Caribbean,Dominica,Office Supplies,Offline,M,5/30/10,109652411,7/11/10
Central America and the Caribbean,Costa Rica,Cosmetics,Offline,H,7/21/16,121840798,9/7/16
Australia and Oceania,Marshall Islands,Baby Food,Offline,C,6/1/14,626175487,7/2/14
Asia,India,Meat,Online,H,1/22/17,114892804,2/10/17
Central America and the Caribbean,Barbados,Fruits,Online,L,2/9/12,750541579,3/7/12
Middle East and North Africa,Iraq,Snacks,Online,H,12/20/10,715983140,1/20/11
Sub-Saharan Africa,Swaziland,Personal Care,Online,M,10/3/14,964391314,11/21/14
Central America and the Caribbean,Dominican Republic,Snacks,Offline,C,7/1/10,269252431,7/9/10
Central America and the Caribbean,Cuba,Baby Food,Online,C,10/20/12,174365317,11/17/12
Asia,North Korea,Baby Food,Online,C,8/12/14,943841302,9/20/14
Central America and the Caribbean,Costa Rica,Cosmetics,Online,C,9/25/13,212104213,10/4/13
Central America and the Caribbean,Honduras,Office Supplies,Offline,L,8/7/16,633890378,8/31/16
Asia,Japan,Clothes,Offline,C,10/13/11,434248626,10/14/11
Central America and the Caribbean,Dominican Republic,Baby Food,Online,M,8/20/11,158540284,9/16/11
Europe,Lithuania,Beverages,Online,H,8/24/10,422439181,9/16/10
Europe,Ukraine,Vegetables,Online,C,12/8/11,561931645,1/2/12
Europe,Finland,Snacks,Online,L,11/29/15,883316504,12/5/15
Middle East and North Africa,Lebanon,Beverages,Online,L,6/19/16,413205087,6/24/16
Sub-Saharan Africa,Lesotho,Cereal,Online,H,5/7/12,948521220,6/23/12
Sub-Saharan Africa,Cape Verde,Snacks,Online,H,12/10/10,306501233,12/29/10
Sub-Saharan Africa,Uganda,Office Supplies,Offline,M,11/27/16,874693953,11/27/16
Europe,Belarus,Baby Food,Online,L,4/3/13,160960710,5/3/13
Asia,Thailand,Beverages,Offline,M,7/25/10,243475329,9/1/10
Central America and the Caribbean,Antigua and Barbuda ,Cereal,Online,C,11/27/12,120724141,12/11/12
Asia,Thailand,Household,Online,C,1/22/14,661505973,3/4/14
Europe,Albania,Meat,Offline,M,6/7/16,554932153,6/17/16
Sub-Saharan Africa,Namibia,Meat,Online,H,2/26/12,360426509,3/1/12
Europe,Sweden,Office Supplies,Offline,L,2/14/17,257725369,3/4/17
Europe,Luxembourg,Beverages,Online,M,3/25/14,496877562,4/30/14
North America,United States of America,Household,Offline,C,2/24/10,948244416,2/26/10
Europe,Belgium,Fruits,Online,H,5/29/16,652499759,6/2/16
Australia and Oceania,Nauru,Beverages,Online,H,4/22/15,970629918,5/31/15
Middle East and North Africa,Egypt,Office Supplies,Online,H,9/16/16,633933722,10/29/16
Europe,United Kingdom,Household,Online,M,5/29/16,694022500,6/13/16
Australia and Oceania,Federated States of Micronesia,Cosmetics,Offline,H,1/16/15,472820079,3/2/15
Europe,Belgium,Baby Food,Offline,L,4/26/14,712562787,5/29/14
Sub-Saharan Africa,Mali,Cosmetics,Online,L,3/20/13,425799453,4/8/13
Central America and the Caribbean,El Salvador,Clothes,Offline,C,10/14/11,945391404,10/20/11
Middle East and North Africa,Iraq,Household,Offline,H,12/4/14,974512469,1/8/15
Australia and Oceania,New Zealand,Household,Online,C,6/14/13,636648976,6/24/13
Sub-Saharan Africa,Djibouti,Personal Care,Online,H,8/12/10,125599753,9/5/10
Middle East and North Africa,Israel,Cereal,Offline,H,9/17/10,155476129,10/20/10
Europe,Latvia,Snacks,Offline,H,5/4/15,610701930,6/5/15
Europe,Denmark,Fruits,Online,M,12/30/11,996013486,1/26/12
Europe,France,Snacks,Online,C,10/5/15,886459624,10/19/15
Sub-Saharan Africa,Cape Verde,Beverages,Online,M,6/24/12,377401673,6/28/12
Asia,Brunei,Beverages,Offline,H,7/30/15,534513461,9/11/15
Sub-Saharan Africa,Mozambique,Beverages,Offline,M,10/23/16,243781316,12/4/16
Asia,Kyrgyzstan,Cosmetics,Offline,L,10/20/12,261504065,12/8/12
Europe,Vatican City,Meat,Online,L,5/19/16,964293038,6/15/16
Europe,Malta,Cosmetics,Offline,M,12/5/14,999072062,1/1/15
Sub-Saharan Africa,Sao Tome and Principe,Beverages,Offline,C,1/17/12,433077466,1/28/12
Europe,Andorra,Household,Offline,L,3/7/16,303858077,4/10/16
Asia,Myanmar,Cereal,Online,C,2/17/14,369275224,2/26/14
Asia,Kazakhstan,Snacks,Online,L,9/7/12,457502734,10/18/12
Sub-Saharan Africa,Malawi,Meat,Offline,C,2/18/12,917026937,4/3/12
Europe,Lithuania,Clothes,Online,L,1/13/10,366646659,2/10/10
Sub-Saharan Africa,Liberia,Clothes,Online,H,8/4/12,645473229,8/12/12
Europe,Armenia,Cereal,Online,M,9/17/15,962930476,10/29/15
Asia,Philippines,Snacks,Online,M,5/12/16,148754727,7/1/16
Sub-Saharan Africa,Sao Tome and Principe,Office Supplies,Online,C,5/16/16,702994811,6/25/16
Asia,Indonesia,Snacks,Online,L,1/20/11,246012055,2/22/11
North America,Greenland,Cereal,Online,H,9/20/15,968480288,10/30/15
Asia,Vietnam,Cosmetics,Offline,L,6/15/16,181385838,7/19/16
Asia,Cambodia,Cereal,Offline,M,10/8/11,666027534,11/2/11
Middle East and North Africa,Qatar,Meat,Offline,H,5/19/16,324016702,6/28/16
Middle East and North Africa,Oman,Cosmetics,Online,H,1/2/12,727277171,2/12/12
Europe,Estonia,Clothes,Online,L,9/11/11,368045270,9/15/11
Europe,Croatia,Beverages,Offline,H,8/28/10,508869826,10/11/10
Sub-Saharan Africa,Guinea-Bissau,Beverages,Offline,C,9/19/12,232612168,10/28/12
Sub-Saharan Africa,Djibouti,Meat,Offline,M,6/4/11,492446124,6/7/11
Asia,Nepal,Clothes,Online,H,7/10/16,961858022,7/29/16
Middle East and North Africa,Afghanistan,Baby Food,Online,M,4/29/12,484646689,5/1/12
Asia,Myanmar,Meat,Offline,L,7/2/14,224923455,8/6/14
Europe,Serbia,Fruits,Offline,C,4/10/13,517112147,5/16/13
Sub-Saharan Africa,Mauritania,Vegetables,Offline,H,1/30/15,415949094,3/8/15
Australia and Oceania,Australia,Clothes,Offline,L,1/26/16,846483123,2/4/16
Central America and the Caribbean,Barbados,Fruits,Online,L,6/11/13,554075562,7/19/13
Sub-Saharan Africa,Sudan,Clothes,Offline,C,11/2/16,154400241,12/17/16
Sub-Saharan Africa,Togo,Snacks,Offline,H,3/26/14,783443486,4/9/14
Asia,Kazakhstan,Fruits,Offline,M,8/8/13,947504127,8/30/13
Central America and the Caribbean,Honduras,Meat,Online,C,5/30/16,573193490,6/4/16
Europe,Denmark,Cereal,Offline,M,11/3/13,557435405,12/12/13
Sub-Saharan Africa,Guinea,Office Supplies,Online,C,4/8/13,517466199,4/18/13
Australia and Oceania,Australia,Clothes,Offline,L,10/15/11,140834701,12/4/11
Central America and the Caribbean,Saint Vincent and the Grenadines,Office Supplies,Online,L,2/15/15,535402238,4/1/15
Middle East and North Africa,Saudi Arabia,Personal Care,Offline,C,2/20/11,179342639,3/17/11
Sub-Saharan Africa,Mozambique,Fruits,Offline,M,6/24/11,771142232,7/27/11
Australia and Oceania,Nauru,Meat,Offline,H,6/27/17,479599845,8/14/17
Asia,Malaysia,Fruits,Offline,M,6/9/16,693826806,6/22/16
Asia,Bangladesh,Office Supplies,Offline,H,8/7/15,173246943,8/19/15
Europe,Portugal,Household,Online,L,9/21/15,897596585,10/29/15
Central America and the Caribbean,The Bahamas,Clothes,Offline,H,11/6/14,416924560,12/1/14
Europe,Austria,Fruits,Offline,L,1/29/12,401592195,2/18/12
Asia,Kazakhstan,Snacks,Offline,C,5/13/11,792273318,5/20/11
Asia,Philippines,Clothes,Online,L,2/23/10,249954259,3/30/10
Asia,Turkmenistan,Personal Care,Offline,L,9/24/10,205933845,11/4/10
Sub-Saharan Africa,Chad,Personal Care,Offline,H,6/21/16,811823403,7/13/16
Sub-Saharan Africa,The Gambia,Baby Food,Online,C,11/12/12,489546763,12/1/12
Asia,Vietnam,Snacks,Offline,L,10/6/16,881340253,11/7/16
Asia,Myanmar,Vegetables,Offline,L,1/1/12,999752700,1/1/12
Sub-Saharan Africa,Democratic Republic of the Congo,Office Supplies,Online,H,10/9/13,377645432,11/5/13
Central America and the Caribbean,Antigua and Barbuda ,Cereal,Online,L,10/30/11,418192279,11/3/11
