Region,Country,Item Type,Sales Channel,Order Priority,Order Date
Asia,Bangladesh,Household,Offline,L,3/17/11
Europe,Germany,Meat,Offline,L,1/19/10
Australia and Oceania,Palau,Meat,Online,C,11/30/13
Central America and the Caribbean,The Bahamas,Meat,Online,H,6/3/10
Sub-Saharan Africa,Gabon,Clothes,Offline,L,12/22/10
Central America and the Caribbean,Costa Rica,Beverages,Offline,H,9/9/16
Australia and Oceania,Australia,Cereal,Online,C,8/8/14
Asia,Nepal,Clothes,Offline,H,9/26/11
Middle East and North Africa,Yemen,Beverages,Offline,H,3/9/16
Asia,India,Clothes,Offline,L,8/12/10
Sub-Saharan Africa,Rwanda,Vegetables,Online,L,8/4/16
Central America and the Caribbean,Belize,Personal Care,Offline,L,2/14/15
Australia and Oceania,Nauru,Fruits,Offline,L,12/28/10
Asia,Turkmenistan,Vegetables,Online,L,10/27/13
Asia,Uzbekistan,Office Supplies,Online,H,8/8/11
Europe,Kosovo,Cosmetics,Offline,M,4/20/12
Middle East and North Africa,Libya,Cereal,Offline,M,5/22/17
Europe,Armenia,Snacks,Offline,C,6/20/10
Middle East and North Africa,Libya,Personal Care,Online,M,1/25/14
Australia and Oceania,Papua New Guinea,Snacks,Online,L,2/17/10
Europe,Netherlands,Household,Offline,L,12/17/11
Sub-Saharan Africa,Swaziland,Office Supplies,Offline,L,12/26/14
Europe,Portugal,Cereal,Offline,M,9/16/15
Sub-Saharan Africa,Comoros,Household,Online,H,6/24/15
Asia,Laos,Cereal,Offline,C,9/15/16
Europe,Greece,Vegetables,Online,C,7/8/11
Europe,Bulgaria,Baby Food,Online,H,10/24/15
Asia,Cambodia,Baby Food,Online,H,6/25/12
Europe,Slovakia,Household,Offline,L,10/11/15
Asia,Singapore,Snacks,Offline,L,7/1/14
Middle East and North Africa,Afghanistan,Clothes,Online,L,9/1/13
Europe,Belarus,Baby Food,Offline,L,8/2/15
Asia,Singapore,Household,Offline,L,1/12/16
Europe,United Kingdom,Cosmetics,Online,L,8/25/15
Europe,Latvia,Meat,Online,M,2/22/16
Australia and Oceania,Nauru,Snacks,Offline,L,7/1/16
Europe,Czech Republic,Cosmetics,Offline,H,10/4/16
Asia,China,Office Supplies,Offline,M,4/4/14
Europe,Netherlands,Vegetables,Offline,L,12/14/14
Europe,Latvia,Snacks,Offline,M,7/7/14
Central America and the Caribbean,The Bahamas,Office Supplies,Online,H,4/3/17
Asia,Bhutan,Beverages,Offline,L,3/8/17
Sub-Saharan Africa,Republic of the Congo,Personal Care,Offline,H,12/15/16
Asia,Indonesia,Cereal,Offline,M,6/30/16
Middle East and North Africa,Morocco,Clothes,Online,M,10/21/16
Sub-Saharan Africa,Tanzania,Snacks,Online,M,2/25/16
Central America and the Caribbean,Grenada,Meat,Online,M,11/15/13
Middle East and North Africa,Yemen,Baby Food,Offline,H,3/1/14
Sub-Saharan Africa,Cameroon,Fruits,Online,M,9/13/14
Asia,Maldives,Office Supplies,Offline,C,6/12/10
Europe,United Kingdom,Cosmetics,Online,C,7/27/12
Europe,Sweden,Personal Care,Online,L,5/17/14
Europe,Latvia,Cosmetics,Online,L,3/26/10
Australia and Oceania,Papua New Guinea,Snacks,Offline,C,7/3/14
Sub-Saharan Africa,South Africa,Beverages,Offline,H,5/1/12
Middle East and North Africa,Afghanistan,Cosmetics,Online,L,6/3/16
Sub-Saharan Africa,Eritrea,Snacks,Online,L,4/5/10
Australia and Oceania,Samoa ,Vegetables,Offline,L,6/20/12
Asia,Kyrgyzstan,Baby Food,Online,L,6/13/12
Central America and the Caribbean,Haiti,Beverages,Offline,M,1/9/12
Asia,Turkmenistan,Vegetables,Offline,H,1/28/14
Europe,Spain,Fruits,Online,H,3/17/11
Europe,Spain,Meat,Online,H,3/19/12
Europe,Belgium,Cosmetics,Offline,C,8/12/15
Australia and Oceania,Papua New Guinea,Beverages,Offline,H,5/26/13
Australia and Oceania,Federated States of Micronesia,Personal Care,Online,M,1/2/10
Central America and the Caribbean,Dominican Republic,Clothes,Offline,C,12/1/10
Central America and the Caribbean,Honduras,Baby Food,Offline,H,5/3/11
Sub-Saharan Africa,Angola,Snacks,Offline,C,2/3/15
Sub-Saharan Africa,Djibouti,Household,Online,M,9/23/15
Sub-Saharan Africa,Equatorial Guinea,Snacks,Online,L,6/3/15
Australia and Oceania,Papua New Guinea,Household,Offline,H,8/17/13
Central America and the Caribbean,Honduras,Fruits,Offline,M,11/13/10
Middle East and North Africa,Turkey,Clothes,Offline,M,7/8/12
Europe,France,Cosmetics,Offline,C,6/9/17
Sub-Saharan Africa,Ghana,Meat,Online,H,3/16/14
Middle East and North Africa,Somalia,Meat,Offline,L,3/2/15
Australia and Oceania,Australia,Cereal,Online,C,10/23/14
Sub-Saharan Africa,Niger,Snacks,Online,H,4/7/16
Europe,Liechtenstein,Personal Care,Online,C,5/10/12
Australia and Oceania,Kiribati,Household,Online,M,2/17/12
Asia,Uzbekistan,Clothes,Offline,L,4/30/14
Central America and the Caribbean,El Salvador,Cereal,Offline,L,3/10/11
Europe,Belgium,Cosmetics,Online,M,12/13/14
Asia,Taiwan,Baby Food,Offline,H,3/12/16
Europe,Croatia,Baby Food,Offline,C,5/9/10
Asia,Kazakhstan,Cosmetics,Online,M,8/23/16
Sub-Saharan Africa,Senegal,Office Supplies,Online,C,9/12/13
Middle East and North Africa,Iraq,Snacks,Online,L,7/4/11
Sub-Saharan Africa,Sao Tome and Principe,Cosmetics,Offline,M,4/29/17
Central America and the Caribbean,Cuba,Cosmetics,Offline,M,10/11/16
Europe,San Marino,Clothes,Online,M,6/20/15
North America,Mexico,Fruits,Online,C,6/30/12
Middle East and North Africa,Azerbaijan,Vegetables,Online,L,10/27/11
Central America and the Caribbean,Haiti,Meat,Online,C,11/17/10
Central America and the Caribbean,Costa Rica,Cosmetics,Online,C,12/22/11
Central America and the Caribbean,El Salvador,Meat,Online,H,11/21/10
Central America and the Caribbean,Saint Lucia,Snacks,Offline,H,11/3/15
North America,United States of America,Fruits,Offline,C,5/20/13
North America,United States of America,Baby Food,Online,M,1/28/10
Sub-Saharan Africa,Ghana,Snacks,Offline,H,7/16/13
Sub-Saharan Africa,Comoros,Snacks,Offline,M,7/12/13
Sub-Saharan Africa,Liberia,Clothes,Online,H,1/3/16
Sub-Saharan Africa,Mali,Office Supplies,Online,C,8/22/16
Europe,Montenegro,Office Supplies,Online,H,3/3/12
Sub-Saharan Africa,Ghana,Meat,Online,C,10/3/11
Sub-Saharan Africa,Gabon,Cereal,Online,C,6/20/10
Sub-Saharan Africa,The Gambia,Household,Online,L,10/25/15
Asia,Indonesia,Meat,Offline,H,8/23/13
Middle East and North Africa,Morocco,Cereal,Online,M,5/17/17
Sub-Saharan Africa,Niger,Meat,Online,C,3/15/11
Sub-Saharan Africa,Mali,Beverages,Offline,M,6/16/14
Australia and Oceania,Nauru,Vegetables,Offline,C,4/1/17
Europe,Romania,Beverages,Offline,H,7/16/14
Europe,Montenegro,Fruits,Offline,L,7/1/17
Europe,Germany,Meat,Online,H,11/10/11
Central America and the Caribbean,Grenada,Cosmetics,Online,C,9/14/14
Australia and Oceania,Australia,Baby Food,Online,C,2/9/10
Australia and Oceania,Solomon Islands,Personal Care,Offline,C,7/3/13
Sub-Saharan Africa,Mozambique,Meat,Online,H,11/18/14
Europe,Italy,Cereal,Offline,C,11/13/12
Australia and Oceania,Vanuatu,Clothes,Online,C,12/11/10
Sub-Saharan Africa,Sierra Leone,Clothes,Online,L,8/26/13
Central America and the Caribbean,Guatemala,Fruits,Offline,M,3/31/15
Sub-Saharan Africa,Republic of the Congo,Office Supplies,Offline,H,1/13/11
Asia,Mongolia,Vegetables,Online,H,5/3/16
Europe,Slovenia,Snacks,Online,H,3/26/17
Asia,Sri Lanka,Beverages,Offline,C,3/27/12
Australia and Oceania,Vanuatu,Vegetables,Offline,H,1/25/16
Central America and the Caribbean,Grenada,Beverages,Online,L,6/7/10
Europe,Albania,Cereal,Online,H,12/19/15
Sub-Saharan Africa,Eritrea,Clothes,Online,L,9/21/12
Central America and the Caribbean,Nicaragua,Cereal,Offline,L,2/9/12
Australia and Oceania,Nauru,Household,Online,M,3/28/15
Central America and the Caribbean,Haiti,Snacks,Online,C,9/16/16
Sub-Saharan Africa,Zambia,Snacks,Online,L,12/28/15
Asia,India,Snacks,Offline,H,8/5/13
North America,Mexico,Baby Food,Online,M,11/23/14
Australia and Oceania,Australia,Fruits,Offline,H,3/10/11
Asia,Cambodia,Personal Care,Offline,C,10/4/13
Central America and the Caribbean,Dominican Republic,Snacks,Offline,C,3/29/12
Sub-Saharan Africa,Guinea-Bissau,Baby Food,Online,L,4/9/16
Central America and the Caribbean,El Salvador,Office Supplies,Online,H,10/30/13
Europe,San Marino,Cereal,Offline,L,11/20/12
Sub-Saharan Africa,Djibouti,Office Supplies,Offline,C,11/30/14
Asia,South Korea,Snacks,Offline,M,1/31/11
Asia,North Korea,Clothes,Online,H,5/9/16
Sub-Saharan Africa,Cameroon,Household,Online,L,9/1/12
Sub-Saharan Africa,Sao Tome and Principe,Personal Care,Offline,H,4/30/13
Sub-Saharan Africa,Madagascar,Snacks,Online,L,10/7/13
Sub-Saharan Africa,Cameroon,Office Supplies,Online,L,6/25/10
Asia,Kyrgyzstan,Office Supplies,Online,H,5/24/12
Europe,Germany,Household,Offline,L,5/8/14
Europe,Liechtenstein,Cosmetics,Offline,H,1/14/16
Sub-Saharan Africa,Zimbabwe,Personal Care,Offline,H,8/24/10
Asia,Bangladesh,Household,Online,H,5/9/11
Central America and the Caribbean,Trinidad and Tobago,Beverages,Online,M,4/7/17
Europe,Andorra,Cereal,Online,M,3/9/17
Asia,Uzbekistan,Office Supplies,Online,M,2/19/16
Sub-Saharan Africa,Zambia,Meat,Online,L,5/28/16
Middle East and North Africa,Azerbaijan,Meat,Online,L,10/16/13
Sub-Saharan Africa,Namibia,Clothes,Online,C,7/2/16
Sub-Saharan Africa,Ghana,Fruits,Offline,L,2/4/11
Middle East and North Africa,Lebanon,Fruits,Online,M,9/13/11
Middle East and North Africa,United Arab Emirates,Household,Online,M,10/17/10
Europe,Portugal,Office Supplies,Offline,C,4/10/13
Middle East and North Africa,Lebanon,Fruits,Offline,C,7/14/17
Europe,Andorra,Cosmetics,Offline,C,9/2/11
Europe,Ireland,Personal Care,Offline,M,2/19/15
Central America and the Caribbean,Cuba,Fruits,Offline,L,5/15/14
Sub-Saharan Africa,Sao Tome and Principe,Household,Online,C,1/10/12
North America,United States of America,Vegetables,Offline,C,8/9/15
Sub-Saharan Africa,Zimbabwe,Meat,Offline,C,12/16/10
Central America and the Caribbean,El Salvador,Personal Care,Offline,C,7/3/11
Asia,Thailand,Clothes,Online,C,7/29/16
Europe,Luxembourg,Cereal,Online,L,3/23/15
Europe,Andorra,Household,Online,C,9/12/12
Sub-Saharan Africa,Zimbabwe,Personal Care,Offline,L,7/15/11
Europe,Malta,Personal Care,Offline,C,5/1/15
Europe,Armenia,Personal Care,Online,C,5/21/17
Sub-Saharan Africa,Sierra Leone,Fruits,Offline,M,1/28/12
Australia and Oceania,Kiribati,Office Supplies,Online,H,10/4/13
Middle East and North Africa,Azerbaijan,Meat,Online,C,2/25/15
Central America and the Caribbean,Barbados,Cereal,Offline,C,10/24/13
Asia,Nepal,Personal Care,Online,L,12/13/15
Asia,Maldives,Vegetables,Offline,M,6/18/17
Sub-Saharan Africa,Djibouti,Household,Online,H,4/30/15
Sub-Saharan Africa,Angola,Clothes,Online,L,5/14/11
Europe,Greece,Household,Offline,H,1/15/16
Sub-Saharan Africa,Equatorial Guinea,Personal Care,Online,M,5/14/14
North America,United States of America,Vegetables,Offline,H,2/25/15
Australia and Oceania,Solomon Islands,Beverages,Offline,H,11/28/16
Asia,Mongolia,Beverages,Offline,M,8/20/11
Europe,Cyprus,Office Supplies,Offline,C,5/1/11
Asia,China,Household,Offline,L,11/30/13
Australia and Oceania,East Timor,Household,Offline,H,8/1/14
Sub-Saharan Africa,Angola,Meat,Offline,M,3/4/17
Middle East and North Africa,Saudi Arabia,Beverages,Offline,M,3/21/15
Central America and the Caribbean,Antigua and Barbuda ,Baby Food,Offline,H,11/26/10
Sub-Saharan Africa,Zimbabwe,Fruits,Offline,H,4/3/11
Europe,Spain,Personal Care,Online,H,10/17/16
Sub-Saharan Africa,Swaziland,Office Supplies,Offline,L,3/5/10
North America,United States of America,Office Supplies,Offline,C,12/24/12
Europe,Estonia,Beverages,Offline,C,10/13/13
Asia,Bhutan,Meat,Offline,M,5/13/17
Sub-Saharan Africa,Cameroon,Cereal,Online,L,8/20/10
Europe,Macedonia,Fruits,Offline,L,11/13/11
Central America and the Caribbean,Haiti,Snacks,Online,L,11/21/13
Central America and the Caribbean,Dominica,Fruits,Online,M,8/8/10
Asia,Japan,Cosmetics,Offline,L,11/21/15
Central America and the Caribbean,Barbados,Household,Offline,C,6/4/14
Asia,Vietnam,Vegetables,Online,H,11/11/10
Central America and the Caribbean,Saint Lucia,Vegetables,Offline,H,12/9/10
Europe,France,Snacks,Online,L,1/30/10
Europe,Kosovo,Snacks,Offline,M,5/13/12
Europe,Denmark,Personal Care,Offline,L,7/26/11
Central America and the Caribbean,El Salvador,Clothes,Offline,C,2/4/10
Asia,Cambodia,Vegetables,Online,M,3/22/15
Europe,Bulgaria,Cereal,Offline,H,7/22/12
Central America and the Caribbean,Dominica,Clothes,Online,C,4/15/15
Sub-Saharan Africa,Nigeria,Snacks,Online,M,12/7/14
Europe,Poland,Beverages,Offline,H,6/15/15
Sub-Saharan Africa,Cote d'Ivoire,Meat,Offline,M,4/16/14
Europe,Croatia,Cereal,Offline,M,9/28/13
Sub-Saharan Africa,Kenya,Household,Online,L,3/3/17
Asia,Maldives,Snacks,Offline,C,1/24/10
Asia,Kazakhstan,Office Supplies,Online,C,11/7/16
Australia and Oceania,Australia,Clothes,Offline,C,10/19/13
Sub-Saharan Africa,Mozambique,Household,Online,C,2/4/16
Europe,Albania,Cosmetics,Online,L,6/30/13
Sub-Saharan Africa,Botswana,Baby Food,Online,C,12/18/11
Sub-Saharan Africa,Mauritania,Cereal,Offline,H,9/29/14
Europe,Italy,Beverages,Online,C,12/31/10
Europe,Portugal,Fruits,Offline,L,6/16/17
Asia,Brunei,Meat,Offline,H,1/21/14
Europe,Latvia,Fruits,Online,L,11/14/15
Sub-Saharan Africa,Seychelles ,Household,Online,H,4/25/16
Asia,Kazakhstan,Vegetables,Offline,M,9/3/13
Europe,San Marino,Cereal,Online,C,11/7/14
Asia,Maldives,Office Supplies,Online,M,6/18/16
Sub-Saharan Africa,Angola,Cosmetics,Online,H,3/12/16
Europe,Moldova ,Meat,Online,L,7/29/16
Europe,Romania,Cereal,Offline,M,8/19/13
Middle East and North Africa,Yemen,Beverages,Online,H,10/26/15
Middle East and North Africa,Kuwait,Personal Care,Offline,M,6/29/17
Asia,Cambodia,Baby Food,Online,L,4/23/10
Europe,Kosovo,Meat,Offline,H,4/9/17
Europe,Greece,Snacks,Online,H,3/21/13
Sub-Saharan Africa,Seychelles ,Fruits,Online,M,12/7/11
Middle East and North Africa,Pakistan,Cosmetics,Online,H,11/19/16
Central America and the Caribbean,Trinidad and Tobago,Clothes,Offline,L,6/24/17
Sub-Saharan Africa,Guinea-Bissau,Meat,Online,H,7/15/15
Asia,Maldives,Cosmetics,Online,L,12/11/13
Europe,Netherlands,Cereal,Offline,C,11/14/12
Sub-Saharan Africa,Benin,Baby Food,Online,L,7/18/13
Sub-Saharan Africa,Zambia,Baby Food,Online,L,6/25/14
Middle East and North Africa,Somalia,Clothes,Online,H,4/1/15
Asia,Philippines,Cereal,Offline,L,9/14/12
Sub-Saharan Africa,Niger,Meat,Online,M,5/3/12
Middle East and North Africa,Iraq,Clothes,Online,H,12/1/16
Sub-Saharan Africa,Gabon,Cosmetics,Offline,L,2/19/15
Central America and the Caribbean,Cuba,Fruits,Offline,C,9/4/15
Central America and the Caribbean,Antigua and Barbuda ,Vegetables,Online,C,2/21/13
Australia and Oceania,Solomon Islands,Clothes,Online,H,7/26/14
Asia,Indonesia,Personal Care,Offline,M,11/22/12
Europe,Belgium,Baby Food,Online,H,7/2/13
Middle East and North Africa,Syria,Beverages,Offline,C,4/2/15
Sub-Saharan Africa,Democratic Republic of the Congo,Office Supplies,Online,M,4/14/14
Europe,Serbia,Fruits,Offline,H,5/22/15
Sub-Saharan Africa,Benin,Vegetables,Online,H,1/16/13
Europe,Bosnia and Herzegovina,Fruits,Offline,L,5/18/10
Sub-Saharan Africa,Mauritania,Snacks,Offline,C,5/15/15
Europe,Sweden,Office Supplies,Offline,M,5/2/14
Asia,Mongolia,Personal Care,Online,H,8/5/13
Asia,Uzbekistan,Clothes,Online,H,12/17/12
Central America and the Caribbean,Trinidad and Tobago,Fruits,Offline,C,2/6/17
Europe,Switzerland,Fruits,Offline,L,8/4/16
Australia and Oceania,New Zealand,Baby Food,Offline,C,6/11/14
Middle East and North Africa,Azerbaijan,Meat,Online,M,9/21/14
Sub-Saharan Africa,Angola,Beverages,Offline,M,3/17/11
Sub-Saharan Africa,Togo,Baby Food,Offline,M,11/20/13
Sub-Saharan Africa,Cape Verde,Clothes,Online,C,11/17/14
Sub-Saharan Africa,Guinea,Snacks,Offline,L,12/11/14
Middle East and North Africa,Saudi Arabia,Baby Food,Online,H,2/13/12
Asia,Maldives,Snacks,Online,M,1/27/13
Sub-Saharan Africa,Central African Republic,Baby Food,Online,H,3/12/14
Europe,Iceland,Snacks,Online,M,12/2/12
Sub-Saharan Africa,Guinea-Bissau,Clothes,Online,L,7/21/11
Europe,Portugal,Cereal,Online,C,6/12/13
Europe,Italy,Cereal,Online,H,9/4/11
Europe,Italy,Snacks,Online,M,7/6/15
Sub-Saharan Africa,Central African Republic,Office Supplies,Offline,M,5/15/16
Europe,Norway,Beverages,Online,L,4/18/14
Middle East and North Africa,Algeria,Cosmetics,Offline,L,3/9/14
Middle East and North Africa,Libya,Baby Food,Offline,H,6/9/14
Europe,Lithuania,Fruits,Online,C,9/20/10
Europe,Norway,Meat,Offline,C,11/28/14
Europe,Lithuania,Office Supplies,Online,C,6/12/13
Middle East and North Africa,Somalia,Meat,Offline,C,7/24/16
Europe,Bulgaria,Vegetables,Offline,C,8/9/16
Sub-Saharan Africa,Sierra Leone,Cereal,Online,L,7/30/14
Central America and the Caribbean,Antigua and Barbuda ,Cosmetics,Online,M,4/26/16
Sub-Saharan Africa,Tanzania,Clothes,Online,M,8/6/13
Sub-Saharan Africa,Mali,Baby Food,Offline,M,8/9/10
Asia,Sri Lanka,Beverages,Online,C,8/3/12
Asia,Bangladesh,Meat,Offline,L,7/8/14
Central America and the Caribbean,Costa Rica,Clothes,Online,H,5/30/12
Europe,Bulgaria,Office Supplies,Offline,L,9/20/14
Central America and the Caribbean,Dominica,Cosmetics,Online,M,10/24/15
Middle East and North Africa,Azerbaijan,Clothes,Offline,L,11/28/14
Sub-Saharan Africa,Cape Verde,Clothes,Online,C,4/16/12
Middle East and North Africa,Pakistan,Clothes,Offline,M,2/5/13
Sub-Saharan Africa,Cape Verde,Cereal,Offline,L,12/17/15
Europe,Moldova ,Cereal,Online,H,10/11/16
Central America and the Caribbean,Saint Vincent and the Grenadines,Cereal,Offline,L,7/12/12
Australia and Oceania,Nauru,Vegetables,Offline,H,8/8/12
Sub-Saharan Africa,Sao Tome and Principe,Snacks,Online,L,4/27/12
Middle East and North Africa,Pakistan,Clothes,Offline,L,11/6/11
Sub-Saharan Africa,Sao Tome and Principe,Beverages,Offline,L,5/30/12
Sub-Saharan Africa,Zambia,Vegetables,Online,M,7/11/12
Europe,Norway,Clothes,Online,H,10/6/11
Australia and Oceania,Kiribati,Beverages,Online,L,7/20/14
Sub-Saharan Africa,Chad,Office Supplies,Online,L,3/26/11
Europe,Slovakia,Baby Food,Offline,M,2/25/12
Sub-Saharan Africa,Zambia,Beverages,Online,H,7/28/13
Australia and Oceania,Tonga,Snacks,Offline,M,8/8/16
Central America and the Caribbean,Honduras,Beverages,Offline,L,11/8/15
Asia,Singapore,Meat,Online,M,10/11/10
Central America and the Caribbean,Panama,Household,Online,C,1/15/17
Sub-Saharan Africa,Guinea-Bissau,Clothes,Offline,H,4/19/17
Asia,Bangladesh,Meat,Offline,H,6/2/10
Middle East and North Africa,Bahrain,Cereal,Online,H,4/5/15
Asia,China,Cosmetics,Offline,M,11/19/13
Sub-Saharan Africa,Chad,Snacks,Offline,L,12/4/15
Middle East and North Africa,Tunisia ,Office Supplies,Online,L,12/7/16
Asia,Malaysia,Beverages,Online,L,4/26/17
Europe,Serbia,Household,Offline,L,12/19/10
Middle East and North Africa,Jordan,Fruits,Online,H,10/10/11
Sub-Saharan Africa,Kenya,Baby Food,Offline,L,12/23/11
Middle East and North Africa,Saudi Arabia,Vegetables,Online,H,3/29/16
Europe,Moldova ,Vegetables,Online,L,2/24/15
Central America and the Caribbean,Nicaragua,Vegetables,Offline,M,9/15/11
Australia and Oceania,Tuvalu,Vegetables,Online,L,7/20/17
Asia,South Korea,Office Supplies,Online,M,4/28/11
Middle East and North Africa,United Arab Emirates,Office Supplies,Online,M,7/30/10
Europe,Monaco,Fruits,Online,L,1/4/15
Europe,Belarus,Household,Online,H,3/25/10
Australia and Oceania,Marshall Islands,Meat,Offline,C,12/29/16
Europe,Italy,Cereal,Online,C,9/9/11
Asia,Bhutan,Fruits,Online,L,5/28/13
Asia,Myanmar,Vegetables,Offline,C,1/9/12
Europe,Bosnia and Herzegovina,Clothes,Offline,H,5/28/17
Middle East and North Africa,Libya,Household,Online,M,3/13/10
Sub-Saharan Africa,The Gambia,Personal Care,Offline,C,10/4/13
Sub-Saharan Africa,Liberia,Vegetables,Offline,H,8/24/14
North America,Mexico,Vegetables,Online,M,11/4/11
Asia,Uzbekistan,Vegetables,Online,C,12/19/12
Asia,Myanmar,Vegetables,Online,H,5/9/15
Sub-Saharan Africa,Malawi,Cereal,Online,L,5/21/17
Asia,Laos,Personal Care,Online,L,9/27/14
Central America and the Caribbean,Cuba,Cosmetics,Offline,H,9/20/11
Europe,Lithuania,Snacks,Offline,M,6/25/17
Europe,Vatican City,Clothes,Offline,C,12/19/11
Europe,Austria,Personal Care,Online,H,3/30/10
Australia and Oceania,Kiribati,Personal Care,Online,M,4/23/13
Asia,Thailand,Fruits,Offline,L,11/12/11
Europe,Hungary,Meat,Online,M,10/26/12
Central America and the Caribbean,Grenada,Household,Online,L,10/15/12
Central America and the Caribbean,Jamaica,Clothes,Offline,L,1/12/17
Central America and the Caribbean,Saint Kitts and Nevis ,Snacks,Online,H,12/6/12
Sub-Saharan Africa,Ethiopia,Personal Care,Offline,M,8/30/11
Europe,Macedonia,Cereal,Offline,M,2/4/14
Asia,Japan,Snacks,Offline,C,8/9/14
Europe,Greece,Clothes,Online,C,5/28/12
Asia,South Korea,Cosmetics,Offline,C,5/11/15
Middle East and North Africa,Afghanistan,Beverages,Online,H,6/14/13
Central America and the Caribbean,Dominican Republic,Cereal,Online,M,11/20/12
Sub-Saharan Africa,Chad,Fruits,Offline,L,2/22/17
Sub-Saharan Africa,Central African Republic,Personal Care,Online,C,8/16/15
Middle East and North Africa,Kuwait,Office Supplies,Online,M,2/23/10
Sub-Saharan Africa,Cameroon,Household,Offline,L,3/5/11
Asia,Kyrgyzstan,Personal Care,Online,L,4/19/11
Asia,Nepal,Baby Food,Offline,L,10/2/11
Australia and Oceania,Palau,Snacks,Offline,L,1/16/11
Sub-Saharan Africa,Djibouti,Beverages,Offline,H,4/28/16
Sub-Saharan Africa,Nigeria,Baby Food,Offline,C,11/13/16
